108,New York,NY,200,41
109,San Diego,CA,189,0
110,Washington,DC,111,43
111,New Orleans,LA,40,17
112,Miami,FL,120,5
113,Miami,FL,125,8
114,Seattle,WA,49,99
115,Oakland,CA,85,23
116,New York,NY,165,99
117,Atlanta,GA,95,0
118,Austin,TX,30,84
119,Brooklyn,NY,107,85
120,New York,NY,195,39
121,San Francisco,CA,145,10
122,San Francisco,CA,250,99
123,New York,NY,425,12
124,Berkeley,CA,100,7
125,New York,NY,165,13
126,Brooklyn,NY,165,71
127,New York,NY,160,23
128,Minneapolis,MN,60,9
129,Brooklyn,NY,180,3
130,Brooklyn,NY,119,51
131,New York,NY,200,11
132,Washington,DC,100,17
133,New York,NY,110,98
134,New York,NY,80,99
135,New York,NY,229,3
136,Seattle,WA,65,99
137,Berkeley,CA,106,9
138,Philadelphia,PA,120,46
139,Cambridge,MA,124,56
140,New York,NY,185,30
141,Long Island City,NY,75,14
142,Austin,TX,115,7
143,Nashville,TN,35,99
144,Brooklyn,NY,115,13
145,Austin,TX,99,30
146,Chicago,IL,52,93
147,Queens,NY,87,35
148,Seattle,WA,95,16
149,Los Angeles,CA,350,11
150,New York,NY,210,7
151,Boston,MA,195,21
152,Chicago,IL,250,39
153,Fort Lauderdale,FL,165,0
154,Brooklyn,NY,106,33
155,Los Angeles,CA,175,13
156,Salt Lake City,UT,85,99
157,Los Angeles,CA,106,0
158,New York,NY,150,8
159,Brooklyn,NY,110,24
160,New York,NY,225,8
161,Denver,CO,75,0
162,Seattle,WA,65,99
163,Seattle,WA,50,6
164,San Francisco,CA,115,99
165,Taos,NM,129,27
166,Los Angeles,CA,95,37
167,Seattle,WA,60,99
168,New York,NY,225,3
169,Taos,NM,169,10
170,Brooklyn,NY,125,5
171,Brooklyn,NY,200,45
172,Washington,DC,90,57
173,New York,NY,98,15
174,Chicago,IL,90,99
175,New York,NY,260,19
176,Los Angeles,CA,65,45
177,Los Angeles,CA,149,6
178,Cambridge,MA,119,49
179,Sacramento,CA,150,7
180,Sacramento,CA,55,29
181,Sacramento,CA,55,53
182,Philadelphia,PA,120,99
183,Richmond,VA,67,14
184,Seattle,WA,85,99
185,New York,NY,145,52
186,Dallas,TX,65,37
187,Orlando,FL,65,43
188,Kissimmee,FL,90,9
189,New York,NY,146,99
190,Miami,FL,130,15
191,New York,NY,150,7
192,New York,NY,90,99
193,Honolulu,HI,139,0
194,New York,NY,125,4
195,Seattle,WA,65,99
196,Austin,TX,60,37
197,New York,NY,229,53
198,New York,NY,124,46
199,Kissimmee,FL,99,12
200,Brooklyn,NY,195,10
201,Seattle,WA,55,52
202,Denver,CO,50,7
203,San Francisco,CA,125,37
204,Somerville,MA,75,99
205,San Francisco,CA,74,7
206,Brooklyn,NY,150,21
207,New York,NY,180,22
208,New York,NY,180,6
209,Philadelphia,PA,59,79
210,Los Angeles,CA,109,87
211,Brooklyn,NY,130,43
212,New York,NY,180,12
213,Dallas,TX,85,68
214,Brooklyn,NY,85,41
215,New York,NY,245,8
216,San Diego,CA,69,99
217,San Francisco,CA,120,16
218,Savannah,GA,145,14
219,Savannah,GA,145,5
220,New York,NY,299,9
221,San Francisco,CA,78,0
222,New York,NY,275,19
223,New York,NY,399,17
224,San Francisco,CA,50,17
225,New York,NY,249,6
226,New York,NY,399,15
227,New York,NY,149,52
228,New York,NY,129,38
229,New York,NY,160,14
230,New York,NY,349,10
231,New York,NY,299,6
232,New York,NY,87,99
233,New York,NY,299,15
234,New York,NY,275,7
235,New York,NY,275,6
236,New York,NY,299,11
237,New York,NY,275,14
238,New York,NY,340,4
239,New York,NY,349,20
240,New York,NY,349,11
241,New York,NY,249,10
242,New York,NY,399,20
243,New York,NY,449,10
244,New York,NY,249,15
245,New York,NY,525,4
246,San Francisco,CA,345,20
247,New York,NY,249,10
248,New York,NY,295,3
249,New York,NY,165,37
250,New York,NY,195,13
251,Pittsburgh,PA,109,32
252,Seattle,WA,225,10
253,San Diego,CA,250,29
254,Brooklyn,NY,150,25
255,Boston,MA,122,0
256,Austin,TX,40,13
257,Cambridge,MA,270,0
258,Los Angeles,CA,155,0
259,New York,NY,275,13
260,New York,NY,275,10
261,Miami,FL,65,3
262,New York,NY,249,4
263,San Francisco,CA,275,4
264,San Francisco,CA,130,99
265,Venice,CA,115,99
266,Miami Beach,FL,129,6
267,San Francisco,CA,175,4
268,Boston,MA,170,6
269,Indianapolis,IN,182,88
270,Berkeley,CA,90,37
271,Washington,DC,98,99
272,Washington,DC,85,35
273,Sunny Isles Beach,FL,79,6
274,New York,NY,90,59
275,New York,NY,325,4
276,New York,NY,349,3
277,New York,NY,225,11
278,New York,NY,195,0
279,New York,NY,195,10
280,New York,NY,195,4
281,New York,NY,195,2
282,New York,NY,195,4
283,New York,NY,195,11
284,New York,NY,310,0
285,New York,NY,310,1
286,New York,NY,310,2
287,New York,NY,310,9
288,New York,NY,310,2
289,New York,NY,310,5
290,New York,NY,345,40
291,New York,NY,325,13
292,West Hollywood,CA,129,21
293,West Hollywood,CA,149,13
294,New York,NY,135,99
295,Long Beach,CA,65,19
296,Arlington,VA,89,28
297,New York,NY,183,0
298,New York,NY,196,0
299,New York,NY,500,0
300,New York,NY,158,0
301,New York,NY,1581,0
302,Brooklyn,NY,110,85
303,San Francisco,CA,115,72
304,West Hollywood,CA,300,0
305,Boston,MA,225,5
306,Boulder,CO,100,2
307,Los Angeles,CA,399,20
308,Venice,CA,299,0
309,Venice,CA,299,0
310,Venice,CA,299,0
311,New York,NY,165,2
312,Minneapolis,MN,75,33
313,Brooklyn,NY,185,3
314,New Orleans,LA,65,99
315,New York,NY,549,9
316,New York,NY,219,0
317,Los Angeles,CA,60,5
318,Brooklyn,NY,90,4
319,Seattle,WA,109,94
320,Philadelphia,PA,108,0
321,Philadelphia,PA,139,0
322,New York,NY,48,22
323,Seattle,WA,165,3
324,Seattle,WA,100,6
325,Washington,DC,95,77
326,San Diego,CA,72,1
327,Seattle,WA,145,7
328,Washington,DC,94,99
329,Seattle,WA,60,48
330,New York,NY,60,99
331,New York,NY,220,26
332,New York,NY,140,23
333,New York,NY,225,9
334,New York,NY,299,9
335,New York,NY,275,5
336,New York,NY,295,12
337,Boston,MA,149,2
338,Dallas,TX,87,5
339,Boston,MA,215,4
340,New York,NY,195,1
341,Seattle,WA,60,99
342,Brooklyn,NY,75,82
343,New York,NY,60,99
344,Seattle,WA,277,1
345,Seattle,WA,360,0
346,Seattle,WA,201,0
347,Seattle,WA,191,0
348,Seattle,WA,201,1
349,Seattle,WA,204,0
350,Seattle,WA,196,0
351,Seattle,WA,147,1
352,Seattle,WA,185,0
353,Seattle,WA,196,0
354,Boston,MA,198,10
355,Boston,MA,287,7
356,Boston,MA,277,3
357,Boston,MA,395,4
358,Boston,MA,449,0
359,Boston,MA,179,1
360,Boston,MA,185,7
361,Boston,MA,239,1
362,New York,NY,756,5
363,Brooklyn,NY,94,18
364,Boston,MA,229,0
365,Seattle,WA,200,5
366,New York,NY,349,8
367,New York,NY,490,1
368,New York,NY,425,13
369,New York,NY,140,32
370,Philadelphia,PA,75,8
371,Santa Monica,CA,87,25
372,Santa Monica,CA,125,8
373,Santa Monica,CA,150,3
374,Santa Monica,CA,350,0
375,New York,NY,375,8
376,New York,NY,450,0
377,Portland,OR,80,3
378,New York,NY,495,0
379,New York,NY,350,1
380,New York,NY,350,2
381,New York,NY,150,0
382,Philadelphia,PA,78,58
383,Charlotte,NC,125,0
384,New Haven,CT,75,0
385,New Orleans,LA,250,23
386,Seattle,WA,65,40
387,Brooklyn,NY,59,3
388,New York,NY,325,1
389,Brooklyn,NY,131,51
390,Brooklyn,NY,70,34
391,New York,NY,134,23
392,New York,NY,289,40
393,New York,NY,275,0
394,San Francisco,CA,118,14
395,New York,NY,425,6
396,New York,NY,299,4
397,San Francisco,CA,135,12
398,Washington,DC,129,66
399,Tucson,AZ,59,21
400,New York,NY,100,35
401,Brooklyn,NY,250,10
402,Somerville,MA,69,99
403,Brooklyn,NY,125,23
404,Savannah,GA,199,9
405,Tampa,FL,200,0
406,Berkeley,CA,235,1
407,New York,NY,350,1
408,New York,NY,225,1
409,Seattle,WA,99,3
410,New York,NY,199,0
411,Philadelphia,PA,55,99
412,New York,NY,150,0
413,New York,NY,150,0
414,New York,NY,150,5
415,Boston,MA,150,9
416,Brooklyn,NY,220,57
417,Cambridge,MA,116,99
418,Los Angeles,CA,94,38
419,Washington,DC,115,33
420,New York,NY,95,74
421,New York,NY,349,7
422,New York,NY,150,99
423,San Francisco,CA,160,3
424,San Francisco,CA,449,1
425,San Francisco,CA,248,9
426,San Francisco,CA,236,4
427,San Francisco,CA,172,2
428,San Francisco,CA,295,2
429,San Francisco,CA,266,1
430,San Francisco,CA,118,1
431,San Francisco,CA,235,4
432,San Francisco,CA,160,1
433,New York,NY,349,11
434,Seattle,WA,70,14
435,Brooklyn,NY,107,57
436,Park City,UT,75,6
437,New York,NY,210,68
438,Seattle,WA,325,12
439,Oakland,CA,129,7
440,San Francisco,CA,229,7
441,San Francisco,CA,450,2
442,San Francisco,CA,296,2
443,San Francisco,CA,250,1
444,San Francisco,CA,335,5
445,San Francisco,CA,199,3
446,San Francisco,CA,500,2
447,San Francisco,CA,235,1
448,San Francisco,CA,320,5
449,San Francisco,CA,326,11
450,San Francisco,CA,335,7
451,San Francisco,CA,200,4
452,San Francisco,CA,175,5
453,San Francisco,CA,500,4
454,San Francisco,CA,229,3
455,San Francisco,CA,230,1
456,San Francisco,CA,285,4
457,San Francisco,CA,325,5
458,San Francisco,CA,130,7
459,San Francisco,CA,299,4
460,Seattle,WA,100,5
461,Seattle,WA,160,0
462,Cambridge,MA,103,57
463,Miami Beach,FL,125,1
464,New York,NY,220,11
465,New York,NY,220,22
466,New York,NY,350,0
467,Los Angeles,CA,89,81
468,Los Angeles,CA,65,3
469,Taos,NM,179,0
470,San Francisco,CA,195,19
471,San Antonio,TX,99,1
472,Seattle,WA,65,28
473,San Francisco,CA,129,29
474,New York,NY,275,12
475,Los Angeles,CA,175,6
476,Philadelphia,PA,102,53
477,Fort Lauderdale,FL,75,0
478,Los Angeles,CA,75,5
479,Brooklyn,NY,95,2
480,New York,NY,225,6
481,Brooklyn,NY,125,35
482,Los Angeles,CA,175,6
483,Brooklyn,NY,90,48
484,Alexandria,VA,155,71
485,New York,NY,340,10
486,Washington,DC,113,99
487,San Francisco,CA,75,99
488,Venice,CA,75,6
489,Brooklyn,NY,175,75
490,New York,NY,250,6
491,Queens,NY,52,3
492,Miami Beach,FL,130,46
493,San Francisco,CA,325,6
494,San Francisco,CA,104,1
495,Brooklyn,NY,65,39
496,New York,NY,309,45
497,New York,NY,202,8
498,Chicago,IL,245,0
499,San Francisco,CA,514,5
500,New York,NY,70,84
501,New York,NY,250,0
502,Santa Cruz,CA,659,1
503,New York,NY,175,31
504,Philadelphia,PA,68,38
505,Philadelphia,PA,68,18
506,Philadelphia,PA,75,31
507,New York,NY,99,38
508,Philadelphia,PA,112,39
509,Philadelphia,PA,300,32
510,Brooklyn,NY,120,12
511,New York,NY,85,31
512,New York,NY,185,43
513,New York,NY,150,34
514,Boston,MA,175,0
515,New York,NY,215,0
516,San Francisco,CA,140,44
517,Brooklyn,NY,100,72
518,New York,NY,120,42
519,New York,NY,295,0
520,Brooklyn,NY,111,10
521,Boston,MA,489,7
522,New York,NY,250,23
523,New York,NY,85,86
524,Brooklyn,NY,295,8
525,San Francisco,CA,219,4
526,New York,NY,265,66
527,New York,NY,150,29
528,Los Angeles,CA,145,9
529,Providence,RI,94,51
530,New York,NY,165,22
531,New York,NY,79,10
532,Portland,OR,95,11
533,New York,NY,215,0
534,Portland,OR,69,99
535,Brooklyn,NY,185,13
536,Queens,NY,120,30
537,Brooklyn,NY,135,19
538,Chicago,IL,99,42
539,New York,NY,420,12
540,Brooklyn,NY,110,50
541,Cambridge,MA,125,66
542,New York,NY,150,4
543,San Francisco,CA,90,50
544,Seattle,WA,325,6
545,Washington,DC,175,1
546,Los Angeles,CA,350,15
547,Queens,NY,83,38
548,Park City,UT,200,5
549,New York,NY,499,6
550,New York,NY,249,2
551,New York,NY,250,0
552,Los Angeles,CA,75,6
553,Brooklyn,NY,175,49
554,New York,NY,250,2
555,Park City,UT,320,3
556,Brooklyn,NY,95,29
557,Park City,UT,100,29
558,Truckee,NV,240,9
559,Sunny Isles Beach,FL,200,26
560,San Francisco,CA,105,18
561,New York,NY,100,15
562,Los Angeles,CA,185,17
563,New York,NY,200,28
564,New York,NY,199,13
565,New York,NY,185,17
566,Cambridge,MA,135,48
567,Taos,NM,225,0
568,Boston,MA,553,15
569,Boston,MA,489,9
570,Miami Beach,FL,944,1
571,New York,NY,200,99
572,Brooklyn,NY,130,25
573,New York,NY,160,99
574,San Francisco,CA,165,16
575,New York,NY,150,25
576,New York,NY,399,30
577,Brooklyn,NY,95,44
578,Cambridge,MA,125,38
579,Honolulu,HI,125,0
580,Cambridge,MA,125,41
581,Portland,OR,65,2
582,Queens,NY,52,3
583,Brooklyn,NY,145,46
584,New York,NY,150,9
585,New York,NY,120,99
586,New York,NY,449,11
587,New York,NY,130,68
588,Venice,CA,90,13
589,Los Angeles,CA,335,20
590,San Francisco,CA,195,26
591,Washington,DC,100,3
592,New York,NY,325,5
593,New York,NY,249,2
594,Los Angeles,CA,225,4
595,Santa Monica,CA,149,0
596,Dallas,TX,87,4
597,Los Angeles,CA,85,19
598,Brooklyn,NY,139,27
599,New York,NY,180,4
600,New York,NY,225,20
601,New York,NY,255,10
602,New York,NY,270,26
603,Brooklyn,NY,150,33
604,New York,NY,175,15
605,Seattle,WA,45,17
606,Chicago,IL,175,4
607,New York,NY,70,9
608,Brooklyn,NY,80,29
609,San Francisco,CA,249,6
610,San Antonio,TX,70,0
611,Brooklyn,NY,138,64
612,Austin,TX,214,5
613,New York,NY,139,32
614,New York,NY,95,14
615,San Diego,CA,56,80
616,Brooklyn,NY,145,2
617,Chicago,IL,198,8
618,Brooklyn,NY,155,1
619,New York,NY,290,46
620,Austin,TX,220,2
621,New York,NY,399,9
622,Brooklyn,NY,135,31
623,New York,NY,325,9
624,Arlington,VA,175,0
625,New York,NY,249,6
626,Kissimmee,FL,79,15
627,New York,NY,190,9
628,New Orleans,LA,89,63
629,New York,NY,180,4
630,New York,NY,799,7
631,Los Angeles,CA,700,2
632,San Francisco,CA,135,10
633,New York,NY,149,20
634,Seattle,WA,75,7
635,Queens,NY,97,4
636,Los Angeles,CA,90,99
637,Los Angeles,CA,515,0
638,Brooklyn,NY,75,65
639,New York,NY,450,0
640,Los Angeles,CA,125,99
641,Charleston,SC,342,0
642,Brooklyn,NY,69,4
643,Brooklyn,NY,59,20
644,New York,NY,129,5
645,Brooklyn,NY,59,13
646,New York,NY,250,5
647,Las Vegas,NV,265,5
648,Portland,OR,85,43
649,New York,NY,270,26
650,Brooklyn,NY,199,37
651,Philadelphia,PA,120,74
652,New York,NY,140,61
653,New York,NY,150,44
654,Brooklyn,NY,70,5
655,New York,NY,280,21
656,New York,NY,165,18
657,Brooklyn,NY,155,9
658,Washington,DC,83,2
659,New York,NY,189,99
660,Brooklyn,NY,92,25
661,Brooklyn,NY,88,28
662,Brooklyn,NY,125,16
663,Miami,FL,70,7
664,Anchorage,AK,75,43
665,Queens,NY,37,99
666,Queens,NY,100,39
667,Brooklyn,NY,120,1
668,New York,NY,400,1
669,New York,NY,159,31
670,Brooklyn,NY,140,9
671,New York,NY,189,27
672,Incline Village,NV,85,99
673,Brooklyn,NY,125,21
674,New York,NY,99,60
675,New York,NY,185,6
676,New York,NY,207,11
677,Brooklyn,NY,85,30
678,New York,NY,145,21
679,Queens,NY,118,5
680,New York,NY,218,21
681,Brooklyn,NY,339,29
682,Brooklyn,NY,100,3
683,Boston,MA,129,0
684,Brooklyn,NY,180,13
685,New York,NY,250,41
686,Philadelphia,PA,95,72
687,New York,NY,135,72
688,Miami Beach,FL,95,31
689,New York,NY,200,37
690,San Diego,CA,350,2
691,New York,NY,199,9
692,New York,NY,140,21
693,Brooklyn,NY,260,45
694,Washington,DC,165,40
695,Washington,DC,175,99
696,New York,NY,185,33
697,New York,NY,100,94
698,Los Angeles,CA,124,61
699,New York,NY,175,5
700,Fort Lauderdale,FL,1850,0
701,New York,NY,90,4
702,New York,NY,289,0
703,New York,NY,250,2
704,New York,NY,125,28
705,Miami Beach,FL,200,14
706,New York,NY,200,17
707,Brooklyn,NY,185,13
708,New York,NY,225,33
709,Brooklyn,NY,59,5
710,Washington,DC,249,1
711,Washington,DC,367,0
712,Washington,DC,655,0
713,New York,NY,200,95
714,New York,NY,170,15
715,Brooklyn,NY,100,26
716,New York,NY,225,31
717,Colorado Springs,CO,250,0
718,Colorado Springs,CO,450,0
719,New York,NY,119,60
720,Brooklyn,NY,125,11
721,San Francisco,CA,145,15
722,Brooklyn,NY,69,19
723,New York,NY,280,14
724,Brooklyn,NY,180,10
725,Brooklyn,NY,170,6
726,Brooklyn,NY,180,4
727,New York,NY,150,0
728,Oakland,CA,150,11
729,San Francisco,CA,185,36
730,Truckee,NV,560,4
731,Sunny Isles Beach,FL,299,7
732,San Francisco,CA,55,0
733,Tucson,AZ,85,2
734,Washington,DC,239,0
735,Washington,DC,189,0
736,New York,NY,390,24
737,New York,NY,390,17
738,New York,NY,220,6
739,New York,NY,220,14
740,New York,NY,250,11
741,New York,NY,175,5
742,Miami Beach,FL,160,0
743,Sunny Isles Beach,FL,120,6
744,Brooklyn,NY,195,2
745,New York,NY,150,20
746,Carlsbad,CA,125,2
747,Washington,DC,225,0
748,Seattle,WA,150,3
749,New York,NY,215,32
750,New York,NY,117,24
751,Durham,NC,50,32
752,Brooklyn,NY,109,54
753,Portland,OR,60,5
754,Venice,CA,155,22
755,Seattle,WA,105,5
756,New York,NY,225,0
757,New York,NY,150,32
758,New York,NY,105,38
759,New York,NY,120,7
760,Queens,NY,90,9
761,Queens,NY,80,20
762,San Francisco,CA,150,27
763,Philadelphia,PA,299,19
764,Washington,DC,149,4
765,Brooklyn,NY,100,7
766,San Francisco,CA,115,54
767,Los Angeles,CA,75,30
768,Seattle,WA,60,32
769,San Francisco,CA,350,4
770,New York,NY,175,22
771,Los Angeles,CA,95,1
772,Honolulu,HI,149,7
773,Honolulu,HI,175,9
774,Phoenix,AZ,50,13
775,Brooklyn,NY,95,34
776,Salt Lake City,UT,150,18
777,Boston,MA,188,12
778,New York,NY,150,46
779,Queens,NY,147,4
780,Brooklyn,NY,125,26
781,Honolulu,HI,125,2
782,Brooklyn,NY,180,3
783,Miami,FL,45,0
784,Washington,DC,249,0
785,Los Angeles,CA,260,1
786,Los Angeles,CA,265,1
787,Los Angeles,CA,140,3
788,Los Angeles,CA,250,3
789,San Francisco,CA,98,53
790,Austin,TX,62,72
791,San Francisco,CA,157,86
792,Brooklyn,NY,125,20
793,West Hollywood,CA,125,9
794,New Orleans,LA,72,99
795,Healdsburg,CA,135,8
796,New York,NY,160,27
797,New York,NY,255,23
798,New York,NY,260,61
799,Sebastopol,CA,69,30
800,Sebastopol,CA,100,4
801,Santa Rosa,CA,99,67
802,Brooklyn,NY,150,7
803,Healdsburg,CA,118,11
804,New York,NY,140,45
805,Santa Monica,CA,115,9
806,Washington,DC,120,2
807,New York,NY,420,13
808,Boulder,CO,89,69
809,Seattle,WA,125,13
810,Seattle,WA,145,14
811,Seattle,WA,165,19
812,Sacramento,CA,225,0
813,Brooklyn,NY,125,16
814,Bronx,NY,50,36
815,Louisville,KY,145,12
816,Boston,MA,85,41
817,Boston,MA,85,65
818,Washington,DC,107,26
819,Miami Beach,FL,1000,0
820,Miami Beach,FL,150,10
821,San Francisco,CA,80,7
822,Pittsburgh,PA,299,9
823,Baltimore,MD,190,2
824,Manhattan Beach,CA,220,0
825,Miami Beach,FL,125,68
826,San Francisco,CA,504,9
827,San Francisco,CA,286,22
828,Miami,FL,700,0
829,Brooklyn,NY,110,29
830,Miami Beach,FL,195,23
831,Tucson,AZ,50,2
832,New York,NY,375,19
833,Washington,DC,90,12
834,Los Angeles,CA,110,99
835,Brooklyn,NY,80,39
836,Kissimmee,FL,99,74
837,Austin,TX,100,24
838,New York,NY,400,11
839,Brooklyn,NY,149,99
840,Brooklyn,NY,175,4
841,Washington,DC,289,8
842,Nashville,TN,70,55
843,Seattle,WA,125,56
844,Brooklyn,NY,200,0
845,Brooklyn,NY,110,64
846,Seattle,WA,69,99
847,Brooklyn,NY,278,15
848,Brooklyn,NY,298,5
849,Los Angeles,CA,95,1
850,San Jose,CA,300,8
851,San Jose,CA,270,3
852,San Jose,CA,5000,0
853,Washington,DC,175,6
854,Austin,TX,65,28
855,Austin,TX,199,1
856,San Diego,CA,300,6
857,Brooklyn,NY,119,99
858,Brooklyn,NY,179,80
859,Park City,UT,590,2
860,Los Angeles,CA,95,99
861,San Francisco,CA,60,39
862,New York,NY,215,17
863,Brooklyn,NY,120,39
864,San Francisco,CA,275,29
865,Boston,MA,315,8
866,Berkeley,CA,75,26
867,Arlington,VA,259,0
868,Queens,NY,80,4
869,Queens,NY,147,3
870,Queens,NY,147,1
871,Queens,NY,147,0
872,Queens,NY,147,0
873,Queens,NY,147,5
874,Queens,NY,147,3
875,Queens,NY,147,4
876,Queens,NY,200,4
877,Honolulu,HI,139,0
878,Brooklyn,NY,150,14
879,Honolulu,HI,115,0
880,Cincinnati,OH,75,30
881,Palo Alto,CA,123,30
882,Miami Beach,FL,130,62
883,New York,NY,450,3
884,New Orleans,LA,85,47
885,Denver,CO,75,60
886,Denver,CO,55,95
887,New Orleans,LA,110,34
888,New York,NY,299,5
889,Brooklyn,NY,158,2
890,Chicago,IL,399,1
891,New York,NY,499,7
892,Boston,MA,357,9
893,San Francisco,CA,74,3
894,New York,NY,115,67
895,Washington,DC,179,7
896,Santa Rosa,CA,125,3
897,Santa Rosa,CA,125,55
898,Cambridge,MA,150,2
899,Austin,TX,100,1
900,Sonoma,CA,150,12
901,Santa Monica,CA,129,6
902,Boston,MA,200,3
903,New York,NY,155,8
904,Austin,TX,155,7
905,Boston,MA,166,4
906,Austin,TX,109,0
907,Boston,MA,214,3
908,Boston,MA,388,7
909,Glendale,CA,70,4
910,Glendale,CA,95,4
911,Honolulu,HI,95,52
912,Los Angeles,CA,275,8
913,Chicago,IL,244,0
914,Venice,CA,250,1
915,Miami,FL,175,2
916,New York,NY,145,14
917,New York,NY,90,57
918,Los Angeles,CA,85,99
919,New York,NY,150,32
920,Minneapolis,MN,130,11
921,New York,NY,215,18
922,Chicago,IL,395,26
923,San Francisco,CA,165,74
924,San Jose,CA,65,54
925,Brooklyn,NY,168,10
926,Seattle,WA,295,1
927,Salt Lake City,UT,98,6
928,Boston,MA,154,1
929,Cambridge,MA,150,18
930,Brooklyn,NY,90,85
931,Washington,DC,249,1
932,Austin,TX,150,22
933,Long Beach,CA,82,8
934,Brooklyn,NY,160,48
935,Philadelphia,PA,95,36
936,Seattle,WA,177,0
937,Chicago,IL,199,7
938,Los Angeles,CA,150,27
939,Seattle,WA,99,7
940,Los Angeles,CA,150,0
941,West Hollywood,CA,95,60
942,Queens,NY,60,6
943,Washington,DC,165,2
944,Seattle,WA,140,1
945,Los Angeles,CA,105,9
946,Boston,MA,269,5
947,Washington,DC,239,4
948,Washington,DC,279,4
949,Seattle,WA,269,0
950,Brooklyn,NY,125,0
951,Seattle,WA,145,5
952,New York,NY,170,54
953,New York,NY,175,16
954,New York,NY,95,68
955,Queens,NY,69,44
956,Miami Beach,FL,249,18
957,Laguna Beach,CA,400,0
958,New York,NY,210,85
959,West Hollywood,CA,95,31
960,Los Angeles,CA,125,19
961,New York,NY,180,35
962,Somerville,MA,85,84
963,Boston,MA,160,30
964,Brooklyn,NY,80,1
965,San Francisco,CA,135,85
966,San Francisco,CA,185,8
967,San Francisco,CA,275,45
968,Boston,MA,209,0
969,West Hollywood,CA,199,72
970,Los Angeles,CA,140,93
971,San Francisco,CA,120,7
972,New York,NY,399,2
973,Los Angeles,CA,55,15
974,San Francisco,CA,90,22
975,Mountain View,CA,224,3
976,Berkeley,CA,85,38
977,New York,NY,300,25
978,Silver Spring,MD,65,36
979,Washington,DC,279,7
980,Los Angeles,CA,165,4
981,Seattle,WA,130,2
982,Los Angeles,CA,300,0
983,New York,NY,150,8
984,Brookline,MA,175,4
985,Cambridge,MA,170,12
986,New York,NY,307,6
987,San Francisco,CA,150,99
988,Los Angeles,CA,250,1
989,Venice,CA,150,74
990,Los Angeles,CA,138,0
991,Honolulu,HI,125,0
992,Boulder,CO,80,23
993,Miami Beach,FL,85,36
994,San Francisco,CA,100,0
995,Brooklyn,NY,110,9
996,Brooklyn,NY,125,99
997,Los Angeles,CA,109,40
998,Seattle,WA,175,10
999,New York,NY,295,37
1000,New York,NY,80,99
1001,Santa Monica,CA,80,54
1002,Boston,MA,165,7
